FactID,Year,StateCode,DistrictCode,LevelOfEducation,TotalEnrollment,FemaleEnrollment,GrossEnrollmentRatio,DropoutRate,TeacherCount,TeacherTrainedCount,AvgTrainingHours,SchoolsTotal,SchoolsWithInternet,SmartClassroomsCount,DigitalReadySchools,StudentsWithDevices,StudentsWithDisabilities,GirlToBoyRatio,VocationalEnrollment,SkillCertifiedLearners,SkillPlacementRate,BudgetAllocated,BudgetUtilized,PolicyImplementationScore,AccessIndex,QualityIndex,InfrastructureIndex,EquityIndex,GovernanceIndex,OverallNEPIndex,Source,LastUpdated,MathScore,ReadingScore,ScienceScore,AverageScore,PassPercentage,StudentPerformanceIndex,StudentsScoring75Plus,SchoolsWithLibrary,SchoolsWithLab,SchoolsWith5334Structure,SchoolsWithRegionalCurriculum,TeachersGraduate,TeachersPostGraduate,TeachersWithBEd,Date,PolicyId
F_S03_Pre-Primary_2021,2021,S15,D0046,Pre-Primary,767427,192030,79.51751515,7.536065725,30648,895,81.13553966,2713,503,5222,3465,371888,8518,0.948321083,16858,81394,54.08639532,7149351,8845070.829,50.9095925,97.67379678,73.01258159,73.47588502,80.80455488,58.47272996,91.43828163,Education Survey Data,01-11-2025,66.51,79.63,60.17,68.77,75.65,64.08,316,464,344,351,311,7098,4327,6363,04-02-2020,P009
F_S03_Pre-Primary_2022,2022,S14,D0039,Pre-Primary,428675,514912,72.66811664,1.071333182,40953,2748,74.21488137,5409,8208,2496,2951,344622,1191,1.066752426,16516,16300,68.55862993,6216650,4978030.734,94.07408986,94.74260963,89.97510491,96.3439363,56.75409172,84.12104893,61.17911558,Education Survey Data,01-11-2025,59.15,68.95,72.7,66.93,73.62,65.89,195,204,211,177,145,4031,1663,3202,20-11-2025,P020
F_S03_Pre-Primary_2023,2023,S18,D0037,Pre-Primary,493669,412382,69.49344677,9.167129271,2573,22043,60.74815288,4542,1576,156,3236,284903,3626,1.180370481,12187,33407,71.64862039,9171071,7686194.488,61.67238072,69.86462387,83.63805813,70.71199423,97.12680951,77.59269665,96.74981449,Education Survey Data,01-11-2025,58.43,70.88,64.37,64.56,71.02,60.03,114,419,300,383,353,7569,3867,4422,28-10-2025,P006
F_S03_Pre-Primary_2024,2024,S29,D0014,Pre-Primary,152451,133926,95.01825836,1.061476185,20638,35328,39.65187681,4790,8734,934,5581,85112,2278,1.096621483,3488,97325,42.02252162,3569897,6671128.702,90.18212369,72.92907375,62.72865471,75.95461359,94.55110134,55.52581814,77.6926804,Education Survey Data,01-11-2025,74.5,68.79,60.16,67.82,74.6,69.34,308,340,379,300,360,7099,3812,4280,22-01-2022,P013
F_S03_Pre-Primary_2025,2025,S32,D0009,Pre-Primary,116588,25075,74.94801788,2.049211809,35788,24484,80.89497054,1332,6309,5992,2912,424875,5129,1.103845202,3695,90688,54.66965107,8150483,5055134.207,79.08351549,69.0044885,82.65045378,80.48800582,85.27714726,74.62318396,71.08425492,Education Survey Data,01-11-2025,78.85,70.11,77.89,75.62,83.18,76.24,123,392,305,331,239,5818,3490,5297,17-01-2021,P007
F_S03_Primary_2020,2020,S17,D0010,Primary,296622,324667,80.18072434,5.860215212,35534,18705,29.85001475,4500,4651,5688,6775,94444,8421,1.066625754,3742,84623,81.4615513,6534059,7618243.326,89.6650299,83.0051609,57.76160623,90.56014078,62.66956667,76.39548897,68.02796608,Education Survey Data,01-11-2025,67.42,62.33,78.78,69.51,76.46,69.16,134,204,214,193,186,3762,1881,3194,07-06-2024,P004
F_S03_Primary_2021,2021,S21,D0007,Primary,958973,281012,96.93009988,3.106483106,19953,13177,68.82593229,3198,8601,5172,6795,455898,8172,1.067992373,19987,57005,47.94735288,7904229,4484161.853,89.80851182,80.39502234,92.85690603,76.51924249,67.01611447,65.43967271,94.97247599,Education Survey Data,01-11-2025,76.03,59.92,60.6,65.52,72.07,65.05,133,76,62,67,54,1246,654,894,27-06-2025,P004
F_S03_Primary_2022,2022,S17,D0028,Primary,111825,301408,69.68982963,9.485043263,42036,27552,91.80406134,4092,1078,1432,3062,30858,2164,0.924410701,19091,62920,44.69547162,8373428,7905475.916,93.57087611,69.81159283,51.39106541,66.88803022,60.63326905,80.46908324,94.23705907,Education Survey Data,01-11-2025,70.89,81.16,49.2,67.08,73.79,70.66,238,145,124,107,156,2650,1648,2502,08-11-2025,P011
F_S03_Primary_2023,2023,S15,D0046,Primary,101128,219587,63.06716572,9.75786892,3972,11946,49.77574659,7616,2580,4329,2701,493224,5941,1.197398151,3689,74289,62.69600371,1998713,2449577.111,65.61456133,80.74228383,53.49822442,68.24658461,98.51733167,50.74427179,59.27105579,Education Survey Data,01-11-2025,62.84,64.07,75.07,67.33,74.06,65.6,307,83,76,40,67,1201,785,1257,25-09-2024,P008
F_S03_Primary_2024,2024,S14,D0025,Primary,981535,462906,96.30004511,9.093980906,24710,20884,34.25518751,7911,8166,6027,3645,273052,6237,0.801399148,14014,82557,78.69207232,8426502,5293879.004,80.15793362,79.51072081,65.37064565,76.53942783,91.2282477,54.51010613,58.31829431,Education Survey Data,01-11-2025,70.89,63.06,59.84,64.6,71.06,59.59,160,421,288,208,244,6373,2593,4983,27-07-2025,P016
F_S03_Primary_2025,2025,S15,D0046,Primary,643032,556860,62.75553585,2.995145318,13280,38448,34.68366933,5283,5121,2671,6595,337536,3142,1.034745516,13871,25207,51.3521045,3123038,4007833.641,61.80493284,58.90902637,92.61112998,80.96986345,70.69969605,97.44289625,54.85703651,Education Survey Data,01-11-2025,80.3,54.93,73.12,69.45,76.4,68.85,102,324,309,158,266,5204,3170,4886,20-06-2025,P012
F_S03_Secondary_2020,2020,S17,D0028,Secondary,673081,163472,83.12380894,8.21195743,10758,26417,73.47391177,6210,8789,3939,6840,43007,9072,0.875811895,14063,92365,52.39902218,7872773,4687357.43,71.3863546,66.68555894,87.79490251,93.66388429,92.02674003,93.40665492,56.04107672,Education Survey Data,01-11-2025,67.71,65.53,48.27,60.5,66.55,65.71,190,354,382,190,283,5807,2962,4808,21-04-2023,P005
F_S03_Secondary_2021,2021,S20,D0002,Secondary,947995,70176,92.05675291,4.462929125,22304,27415,87.30127571,5550,2956,3386,6330,226641,2050,1.163356261,5031,65974,91.122992,3000793,3872842.419,83.91568065,61.51116817,76.18785401,95.6819259,58.05977549,87.7557546,95.68505577,Education Survey Data,01-11-2025,80.52,60.74,74.03,71.76,78.94,66.54,315,424,380,216,260,6885,2878,5774,26-08-2022,P015
F_S03_Secondary_2022,2022,S20,D0017,Secondary,466929,507755,93.7311951,6.462149654,46936,32284,51.29225082,1724,2588,5550,1406,42176,944,0.90044241,12295,83214,40.09467222,8320497,3912661.41,96.2493518,73.36759361,76.20693742,56.44261368,76.47391122,94.30846723,71.80815978,Education Survey Data,01-11-2025,47.04,81.49,55.1,61.21,67.33,59,127,98,84,75,117,2151,1194,1837,13-06-2020,P002
F_S03_Secondary_2023,2023,S10,D0004,Secondary,768395,400000,90.17834252,7.879043736,46052,4333,71.5509258,464,1118,4996,41,390837,3491,1.092911098,9119,3571,77.49295666,4124556,4811117.154,53.63210123,92.86693652,68.69566287,81.76191656,62.30062317,63.00465652,92.69918089,Education Survey Data,01-11-2025,74.58,77.07,72.58,74.74,82.21,73.52,154,253,223,177,144,3869,1996,4120,21-11-2023,P020
F_S03_Secondary_2024,2024,S09,D0013,Secondary,438210,314323,63.26094207,3.672313358,25379,27721,84.91247993,655,2371,4731,166,46285,5210,0.972510563,4610,42080,45.82371961,2875110,8430511.511,74.20359911,99.57359867,94.25280508,56.23880939,82.2489299,70.18494299,62.41979268,Education Survey Data,01-11-2025,68.7,65.18,66.13,66.67,73.34,64.84,351,109,96,81,74,1520,988,1292,13-08-2023,P018
F_S03_Secondary_2025,2025,S27,D0018,Secondary,659242,401482,80.18236598,6.755554038,23525,21777,45.31420903,6482,988,4109,2007,318894,4397,0.887505633,3942,19189,57.5882027,1776784,4047327.673,83.87830731,52.98608975,54.22816592,96.920228,93.39370517,50.58036413,70.04686412,Education Survey Data,01-11-2025,65.61,85.77,57.41,69.6,76.56,64.69,368,153,182,104,108,3365,1364,2412,19-01-2020,P012
F_S03_Higher_2020,2020,S14,D0003,Higher,777155,259536,85.04894365,8.039976287,34995,14278,46.55492736,3417,273,2261,230,113193,4191,0.880915074,15199,80222,57.96906087,2683197,6242120.623,80.04667879,69.09004468,84.64472092,63.03607418,74.62155894,88.80645614,59.48017852,Education Survey Data,01-11-2025,68.73,76.87,62.34,69.31,76.24,70.74,378,145,110,119,96,2261,969,1771,21-05-2022,P020
F_S03_Higher_2021,2021,S18,D0037,Higher,292284,257144,78.06215625,8.510384008,12643,39175,77.21465133,4523,5866,4996,6307,306542,1753,0.985932049,338,24325,82.92716859,8186003,3529357.939,58.13007506,97.43581166,99.99983246,63.9039245,56.42549466,99.66839775,94.76648069,Education Survey Data,01-11-2025,52.1,67.73,72.18,64,70.4,69.56,297,197,195,179,162,4201,1889,2656,20-05-2020,P014
F_S03_Higher_2022,2022,S01,D0033,Higher,731547,503897,76.78608962,9.797957621,27075,30022,86.60558487,7152,4981,1200,1272,259018,7346,1.114005489,16035,31823,73.78032248,6836845,898903.2062,80.39663648,57.78432418,55.62145394,76.29929087,74.2944083,92.95591992,64.26593962,Education Survey Data,01-11-2025,66.24,52.5,66.95,61.9,68.09,61.3,119,327,295,242,202,5780,2240,4957,01-08-2025,P006
F_S03_Higher_2023,2023,S20,D0041,Higher,605837,288874,73.70704899,7.572342209,8651,23883,28.77673761,5809,5360,2602,2530,413316,6972,1.009839728,1062,95768,93.03333816,4356693,8079925.876,61.89105165,53.46145614,68.26804322,61.70952371,51.85790987,97.5556782,82.38445899,Education Survey Data,01-11-2025,70.86,86.04,71.26,76.05,83.66,70.73,154,119,89,105,101,1898,1119,1925,02-10-2022,P020
F_S03_Higher_2024,2024,S10,D0024,Higher,785955,164384,63.40838878,1.860623765,4217,18326,64.09956875,6669,6436,3794,3508,366894,2210,0.912493866,10486,91972,52.2817028,8276204,7298208.748,63.08867089,86.02570632,86.5749468,50.94561015,76.1686127,76.64156322,53.17491121,Education Survey Data,01-11-2025,79.82,60.27,83.79,74.63,82.09,67.52,193,297,267,170,205,5179,2455,4274,05-08-2021,P010
F_S03_Higher_2025,2025,S28,D0008,Higher,171811,100154,94.90093395,9.755236806,33629,15001,60.14751843,8714,8585,2271,6350,364267,7941,0.846582716,6556,28151,46.8446168,8265753,3423236.277,79.47936907,87.04557153,55.01040502,88.57842147,58.77983678,96.18675332,96.50539452,Education Survey Data,01-11-2025,63.85,58.48,51.92,58.08,63.89,58.05,145,245,220,141,234,3802,2106,3001,09-05-2024,P012
F_S03_Vocational_2020,2020,S07,D0035,Vocational,104164,557128,61.10229427,8.035087446,1852,9586,61.01523992,5797,7856,6007,4329,483440,3082,1.104356353,6542,66580,48.42489526,3010390,6474414.677,58.21762905,81.86814527,89.69452133,80.29021122,96.86718618,67.82214863,55.02714626,Education Survey Data,01-11-2025,61.53,77.16,80.55,73.08,80.39,74.08,387,321,355,238,217,5621,2388,4405,11-09-2020,P015
F_S03_Vocational_2021,2021,S20,D0002,Vocational,424296,220661,90.04105122,2.050479884,21348,5195,86.03145327,935,3327,2798,1874,366148,5236,0.809621701,832,7399,57.04617356,1475037,5994545.257,59.85406959,84.18049433,60.87320888,56.2215289,82.85821814,60.10399543,66.58231057,Education Survey Data,01-11-2025,63.99,87.08,66.94,72.67,79.94,71.83,332,315,349,179,208,5212,2559,4559,19-09-2025,P012
F_S03_Vocational_2022,2022,S01,D0033,Vocational,93549,251927,85.78568137,3.181327045,23905,29666,90.40404831,1337,3555,3236,6482,85903,3785,0.907781164,1090,53679,71.49792889,2614416,8166494.789,88.39184403,87.70964844,94.0705086,96.99843466,76.00024066,95.8229254,71.93514363,Education Survey Data,01-11-2025,75.32,79.69,57.91,70.97,78.07,68.87,304,89,95,75,75,1791,993,1278,26-09-2021,P016
F_S03_Vocational_2023,2023,S01,D0012,Vocational,843296,46519,94.73574931,5.772633619,12139,34387,33.94035547,9978,7712,4548,2938,217076,701,0.827352201,16305,46843,71.22069698,8172285,3484079.537,74.88314244,75.18177365,91.31614495,65.00359906,51.07646706,59.12115379,80.02965732,Education Survey Data,01-11-2025,70.63,73.95,54.03,66.2,72.82,62.81,126,197,153,119,183,2824,1272,2195,01-02-2023,P014
F_S03_Vocational_2024,2024,S14,D0022,Vocational,203091,245398,81.60360719,8.794688095,36363,9985,97.60304116,1983,4269,190,5610,94036,1798,0.947999104,4680,1902,55.63811017,7580041,2792560.857,64.65789072,63.39546548,98.20645785,76.84498179,72.92174308,87.17090176,53.36499314,Education Survey Data,01-11-2025,63.76,74.16,64.3,67.41,74.15,62.39,343,68,66,50,74,1421,757,1271,30-06-2022,P015
F_S03_Vocational_2025,2025,S09,D0013,Vocational,404117,33830,95.03110699,5.809716998,7643,34489,28.89113383,9514,5015,1998,5083,43881,8830,1.10876663,17694,26789,61.73376522,3563255,3611958.112,76.1925501,50.8763604,55.91957165,84.76826779,81.44684924,90.33306923,82.90867678,Education Survey Data,01-11-2025,72.11,75.97,74.29,74.12,81.53,74.21,351,92,90,47,81,1487,878,913,30-07-2025,P004
F_S04_Pre-Primary_2020,2020,S17,D0010,Pre-Primary,866016,438680,80.96409544,2.609975509,25690,4573,74.35875309,9850,1271,1581,2787,6263,6828,1.192611767,12304,98409,73.46505777,9521963,1784604.268,81.97965162,76.18917443,52.25384134,51.27136269,68.71410176,75.67626116,79.03415407,Education Survey Data,01-11-2025,68.78,75.31,64.85,69.65,76.62,70.43,126,284,302,180,188,4621,2652,4026,06-10-2024,P004
F_S04_Pre-Primary_2021,2021,S20,D0017,Pre-Primary,466224,529846,67.0318596,4.448010156,21134,37089,23.48704086,5757,7374,5100,45,151258,8785,0.995165062,3618,69153,47.20803183,5212891,7011625.982,87.83302001,56.74141272,75.59601368,72.18538601,88.75308796,99.67931812,58.2289459,Education Survey Data,01-11-2025,75.75,71.97,79.6,75.77,83.35,68.56,373,256,286,210,272,4161,2720,4344,06-01-2022,P007
F_S04_Pre-Primary_2022,2022,S23,D0043,Pre-Primary,452874,413608,74.70370037,7.723269834,36554,21623,33.93429109,4526,6318,5230,4858,139966,7054,1.03234393,8109,39546,64.90853651,2340110,2474340.797,78.24633469,60.08653615,98.38682371,82.74969483,52.62549618,63.61741283,66.38076888,Education Survey Data,01-11-2025,62.38,70.73,52.94,62.02,68.22,65.59,142,143,136,102,82,2075,944,1701,22-02-2025,P020
F_S04_Pre-Primary_2023,2023,S13,D0005,Pre-Primary,867051,253904,72.30606136,8.478444429,27423,18048,69.58372559,9839,8730,1587,197,265469,7799,1.172039902,18103,30507,89.93740787,7650325,2501121.654,81.46143008,68.27035564,82.48674953,64.6942137,60.27133477,66.06481081,76.06119337,Education Survey Data,01-11-2025,65.38,69.56,65.89,66.94,73.63,66.97,97,238,200,134,168,3656,1815,3530,05-01-2022,P017
F_S04_Pre-Primary_2024,2024,S32,D0009,Pre-Primary,566484,156276,73.55013099,1.727244259,21479,29047,19.9526756,5339,7150,6481,1696,167408,7618,1.196488903,8282,16900,53.50439486,2852672,8024430.105,88.83968454,56.03166337,90.86250328,74.154997,57.01107058,67.75750743,86.40095978,Education Survey Data,01-11-2025,64.86,64.72,54.73,61.44,67.58,64.49,245,150,153,81,135,2777,1568,2295,29-11-2021,P018
F_S04_Pre-Primary_2025,2025,S09,D0013,Pre-Primary,388031,463553,62.82373277,6.728072705,27883,33252,30.89318706,403,7308,5206,3805,175311,5780,0.840372561,15219,45402,44.07730832,3371135,6183022.517,62.11676425,89.92468871,83.54809157,94.46798775,55.0597115,51.28505492,59.99314418,Education Survey Data,01-11-2025,56.29,68.04,69.27,64.53,70.98,59.05,256,234,233,132,209,4439,2575,4049,21-06-2023,P010
F_S04_Primary_2020,2020,S14,D0023,Primary,752621,444329,79.87954197,9.500772288,24938,1775,73.36044184,9568,6865,2326,742,349089,9424,0.873980358,1229,50560,82.91918009,6498506,5116420.1,78.6471727,64.12158668,70.725386,60.63676534,59.1023689,90.27852373,83.07783441,Education Survey Data,01-11-2025,70.37,58.15,73.98,67.5,74.25,61.65,102,171,150,87,192,3325,1656,2452,26-08-2022,P018
F_S04_Primary_2021,2021,S27,D0030,Primary,574586,151526,97.63748129,8.09986358,20806,18624,27.51572005,9306,8616,6886,6548,180679,6509,1.068297268,19099,57564,41.75299112,1692934,7104354.248,63.99496109,64.23022748,98.82493048,83.73758219,72.27927796,79.13926102,69.51526671,Education Survey Data,01-11-2025,70.09,69.31,62.21,67.2,73.92,65.03,168,321,348,318,216,5987,3294,4598,08-05-2020,P004
F_S04_Primary_2022,2022,S23,D0043,Primary,168568,81941,60.51774411,2.927723057,28805,37247,38.61118211,5430,2064,734,2608,165773,1615,1.03813333,15184,49308,81.71165653,9372459,4385359.291,86.67859522,62.7532384,62.8992883,91.81620831,93.77454714,58.17330978,61.7212349,Education Survey Data,01-11-2025,68.04,63.08,42.56,57.89,63.68,58.61,316,297,263,176,379,6005,2908,5702,27-09-2025,P011
F_S04_Primary_2023,2023,S10,D0004,Primary,284505,457141,86.45992157,1.956628964,5517,2730,19.96023752,3259,7714,4986,3787,371834,6274,1.080983175,6401,92850,41.36980875,5402228,1048579.551,65.41834582,96.15230784,55.12175748,60.62829741,94.80993839,68.75140276,62.50379089,Education Survey Data,01-11-2025,66.12,62.27,67.79,65.39,71.93,69.24,267,270,210,236,256,4940,1901,4478,13-05-2021,P016
F_S04_Primary_2024,2024,S25,D0021,Primary,638413,595340,81.58996159,3.297786957,17803,22132,26.37332459,2844,2748,6362,5387,116601,568,0.913740808,11107,81291,89.41262642,8780129,5463005.361,88.64241962,57.65786168,97.75919435,95.4251535,81.5343086,79.64483542,64.75459285,Education Survey Data,01-11-2025,56.68,71.26,69.93,65.96,72.56,66.48,284,210,214,218,211,4428,2401,3134,04-06-2022,P011
F_S04_Primary_2025,2025,S23,D0043,Primary,243979,33446,63.86041124,4.002670147,6194,31629,83.34953719,7440,6773,4941,5848,217515,8352,0.943948114,8485,56800,82.6300474,3579212,7906701.189,92.9834064,94.43894049,88.96352115,81.3515374,65.07063388,60.68317503,78.72251366,Education Survey Data,01-11-2025,64.63,79.74,69.64,71.34,78.47,68.48,145,281,270,162,193,5012,2894,3526,14-03-2025,P018
F_S04_Secondary_2020,2020,S32,D0009,Secondary,71313,109812,73.42820468,2.617806364,16973,17775,15.11293566,8956,7263,6466,6810,280191,1853,1.083373923,655,2695,88.86822261,2436608,8604339.647,72.35681133,63.52860072,95.91253011,91.00716609,68.12553948,91.53638944,98.00525692,Education Survey Data,01-11-2025,65.26,76.43,77.12,72.94,80.23,67.57,105,135,162,107,113,2438,1328,1755,07-09-2025,P008
F_S04_Secondary_2021,2021,S21,D0007,Secondary,975965,56335,66.4346143,8.661558485,26991,3734,45.28126644,9409,5736,1507,5934,269390,7993,0.937042972,7773,51165,70.52084482,4392558,3634472.959,95.60713375,74.73605091,76.34945241,58.03529406,72.91906573,82.67286318,62.01178082,Education Survey Data,01-11-2025,61.58,59.01,56.36,58.98,64.88,61.77,136,92,81,100,111,1869,1105,1217,02-04-2020,P001
F_S04_Secondary_2022,2022,S22,D0016,Secondary,394807,31508,97.74631624,6.081695345,49135,27331,89.90207999,395,6233,6894,2845,61140,1625,1.198726376,9636,43049,82.74616417,7197435,908361.8558,55.47927346,76.05120553,83.08604969,90.37132511,84.8348101,77.50537255,86.06336938,Education Survey Data,01-11-2025,66.71,63.07,72.12,67.3,74.03,62.68,147,164,139,160,140,3017,1447,2660,16-02-2020,P019
F_S04_Secondary_2023,2023,S14,D0023,Secondary,537109,98767,63.55590781,5.666689377,12373,26620,78.71705006,5162,7256,657,2907,331557,3458,1.148988046,12150,12653,59.6013698,8056095,2311296.339,72.0374142,90.21537484,87.93503779,51.24414422,89.33130341,86.56008,74.59135971,Education Survey Data,01-11-2025,71.23,76.59,76.73,74.85,82.34,77.25,159,163,110,102,131,2441,1111,1595,30-01-2020,P004
F_S04_Secondary_2024,2024,S14,D0023,Secondary,904719,513337,87.59534844,2.291623371,25387,17527,44.43415902,4442,3359,2929,1477,26114,2788,1.116324811,16941,73630,67.46927688,2066828,7118070.224,68.65044275,78.51865797,91.1852599,59.92102239,84.72998498,61.49451487,85.96415973,Education Survey Data,01-11-2025,83.09,63.12,49.99,65.4,71.94,63.01,127,157,137,158,202,3359,1921,2434,04-03-2025,P009
F_S04_Secondary_2025,2025,S07,D0031,Secondary,316945,178355,91.28734257,5.298764451,13871,39864,94.75818009,5315,7404,1447,5408,162969,7548,1.004857626,10798,93625,58.87322034,9506997,6448785.261,50.03310007,66.46857818,88.90660882,71.90700194,76.09294166,90.18145563,91.70005684,Education Survey Data,01-11-2025,69.4,68.43,68.88,68.9,75.79,71.78,250,300,216,255,211,5018,2885,4560,27-06-2025,P012
F_S04_Higher_2020,2020,S13,D0005,Higher,651775,66270,95.52109106,7.590794496,36902,13907,60.43573532,7376,2643,473,877,261165,6375,0.96068754,7206,21116,64.64734988,4722643,1075440.05,96.06390191,86.22272643,95.28620759,62.6619241,95.04554596,96.71514389,76.35841226,Education Survey Data,01-11-2025,70.06,73.85,61.46,68.46,75.31,68.65,174,96,104,70,95,1943,950,1387,18-03-2020,P002
F_S04_Higher_2021,2021,S21,D0006,Higher,247608,356538,98.95147396,5.920423771,21308,16772,79.43928964,6033,3673,3238,286,92400,7539,1.042051732,6814,80940,49.16643888,3814786,6816206.075,88.85205498,72.00263544,75.28750506,59.61066045,95.67688694,67.44141903,80.0640183,Education Survey Data,01-11-2025,67.4,63.22,65.27,65.3,71.83,63.36,307,126,99,102,105,1980,798,1784,18-11-2022,P009
F_S04_Higher_2022,2022,S07,D0001,Higher,168960,241509,84.70666066,2.32915469,4979,34601,99.08424222,8970,7976,6580,6022,344894,8136,1.163140811,5967,19656,79.52452573,3274719,4716432.17,61.29371496,67.02133013,69.30691199,89.12701254,64.19900768,88.82992285,57.89736019,Education Survey Data,01-11-2025,52.65,70.74,69.13,64.17,70.59,61.19,122,198,227,161,155,4182,1691,3568,31-10-2020,P017
F_S04_Higher_2023,2023,S15,D0048,Higher,397396,582427,82.1378272,1.755776541,37308,797,61.11004356,2522,3144,2745,5590,41824,7447,1.187367691,4649,16833,69.65546589,2577242,4249724.391,65.19092666,91.26576913,95.74237178,94.11087481,73.65317987,89.77816525,61.32073132,Education Survey Data,01-11-2025,67.79,60.66,61.61,63.35,69.68,60.99,199,61,58,39,36,984,504,671,11-01-2022,P001
F_S04_Higher_2024,2024,S17,D0028,Higher,445664,215400,64.93731895,7.923692779,41824,23453,66.99198417,2420,5032,3929,6887,15887,7983,1.112514392,8433,60009,70.36110851,1952885,7706452.419,93.35147142,98.84571816,72.82117263,95.90452218,79.94071662,62.5198993,80.00996538,Education Survey Data,01-11-2025,68.48,65.79,59.92,64.73,71.2,64.54,75,306,286,287,245,5213,2436,4643,23-01-2025,P018
